Class,Subclass2,Subclass3,Subclass4,Subclass5,Subclass6,Subclass7,Subclass8,nuclex_nid,parent_OBO,obo_id,obo_axiom,radlex_purl,radlex_axiom,playbook_rpid,umls_cui,umls_axiom,nci_thesaurus_code,nci_thesaurus_axiom,snomedct_code,snomedct_axiom,ibsi_code,ibsi_axiom,dicom_code,Other,Other_axiom,Measurement?,Assignment ID,Approver/Endorser ID,Comments,Synonyms,Definitions ,ro:has_part,ro:is_part_of,ro:uses,ro:is_made_of,ro:treats,ro:has_input,ro:has_output,ro:is_about,nuclex:is_theranostic_pair,nuclex:binds_to,nuclex:is_radiolabeled_analog_of,,,,,,,
,,,,,maximum standardized uptake based on lean body mass value,,,nuclex:000686,,,,,,,,,,,,,,,,,,,,1001;1002;1003,,"max SUL, max SUV lean, maximum SUL, maximum SUV lean","The highest recorded radioactivity concentration of a voxel within a region of interest, normalized by injected activity and patient lean body mass.",,,,,,,,,,,,,,,,,,
,,,,,peak standardized uptake value based on lean body mass value,,,nuclex:000687,,,,,,,,,,,,,,,,,,,,1001;1002;1003,,"peak SUL, peak SUV lean","The mean standardized uptake value, normalized by lean body mass, within a small, predefined volume (e.g., 1 cm^3) centered around the voxel with the highest standardized uptake value.",,,,,,,,,,,,,,,,,,
,,,,percent injected acitivity measurement,,,,nuclex:000688,,,,,,,,,,,,,,,,,,,,1001;1002;1003,,"%ID measurement, %IA measurement, percent injected dose measurement",Any measurement of the percentage of the total administered radioactivity that is localized within a region of interest.,,,,,,,,,,,,,,,,,,
,,,,,thyroid uptake measurement,,,nuclex:000689,,,,,,,,,,,,,,,,,,,,1001;1002;1003,,"radioactive iodine uptake, RAIU, thyroid uptake",The percentage of administered radioactive iodine that is taken up by the thyroid gland at a specific point in time.,,,,,,,,,,,,,,,,,,
,,,,,percent injected activity per gram measurement,,,nuclex:000690,,,,,,,,,,,,,,,,,,,,1001;1002;1003,,"%ID/g measurement, %IA/g measurement, percent injected dose per gram measurement",The percentage of the total administered dose contained within one gram of a specified tissue.,,,,,,,,,,,,,,,,,,
,,,,tissue ratio measurement,,,,nuclex:000691,,,,,,,,,,,,,,,,,,,,1001;1002;1003,,,Any measurement of radioactivity in a region of interest that is normalized by the radioactivity measurement in another region. ,,,,,,,,,,,,,,,,,,
,,,,,tumor-to-background ratio measurement,,,nuclex:000692,,,,,,,,,,,,,,,,,,,,1001;1002;1003,,TBR,"The ratio of the radioactivity in a target region of interest to the radioactivity in an adjacent, normal background tissue.",,,,,,,,,,,,,,,,,,
,,,,,tumor-to-organ ratio measurement,,,nuclex:000693,,,,,,,,,,,,,,,,,,,,1001;1002;1003,,TOR,The ratio of the radioactivity in a target region of interest to the radioactivity in a specified normal organ.,,,,,,,,,,,,,,,,,,
,,,,,,tumor-to-kidney ratio measurement,,nuclex:000694,,,,,,,,,,,,,,,,,,,,1001;1002;1003,,TKR,,,,,,,,,,,,,,,,,,,
,,,,,,tumor-to-liver ratio measurement,,nuclex:000695,,,,,,,,,,,,,,,,,,,,1001;1002;1003,,TLR,,,,,,,,,,,,,,,,,,,
,,,,,tumor-to-blood pool ratio measurement,,,nuclex:000696,,,,,,,,,,,,,,,,,,,,1001;1002;1003,,tumor-to-blood ratio,,,,,,,,,,,,,,,,,,,
,,,,,,tumor-to-descending aorta ratio measurement,,nuclex:000697,,,,,,,,,,,,,,,,,,,,1001;1002;1003,,,,,,,,,,,,,,,,,,,,,
,,,,,,tumor-to-left ventricle ratio measurement,,nuclex:000698,,,,,,,,,,,,,,,,,,,,1001;1002;1003,,,,,,,,,,,,,,,,,,,,,
,,,,,standardized uptake value ratio measurement,,,nuclex:000699,,,,,,,,,,,,,,,,,,,,1001;1002;1003,,"SUVR, mean SUVR","The ratio of the radioactivity in a target region of interest to the radioactivity in a specified reference region (e.g., cerebellum).",,,,,,,,,,,,,,,,,,
,,,,,lung shunt fraction,,,nuclex:000700,,,,,,,,,,,,,,,,,,,,1001;1002;1003,,LSF,"The ratio of the number of radioactive particles that reach the lungs, as approximated by nuclear medicine image measurements, to the total number of particles that reach both the lungs and liver, after they are injected into the hepatic artery as part of radioembolization. ",,,,,,,,,,,,,,,,,,
,,,region of interest statistical feature,,,,,nuclex:000701,,,,,,,,,,,,,,,,,,,,1001;1002;1005,,"first-order feature, ROI feature",,,,,,,,,,,,,,,,,,,
,,,,intensity-based statistical feature,,,,nuclex:000702,,,,,,,,,,,,,UHIW,oboInOwl:hasDbXref,,,,,,1001;1002;1005,,statistical features,Any metric that can be measured in a region of interest based on simple statistics without discretization.,,,,,,,,,,,,,,,,,,
,,,,,intensity maximum,,,nuclex:000703,,,,,,,,,,,,,,,,,,,,1001;1002;1005,,maximum intesity,,,,,,,,,,,,,,,,,,,
,,,,,intensity median,,,nuclex:000704,,,,,,,,,,,,,,,,,,,,1001;1002;1005,,median intensity,,,,,,,,,,,,,,,,,,,
,,,,,intensity standard deviation,,,nuclex:000705,,,,,,,,,,,,,,,,,,,,1001;1002;1005,,intensity SD,,,,,,,,,,,,,,,,,,,
,,,intensity histogram feature,,,,,nuclex:000706,,,,,,,,,,,,,ZVCW,oboInOwl:hasDbXref,,,,,,1001;1002;1005,,,"Any statistical metric derived directly from the intensity histogram of an image region, quantifying the distribution of voxel values without considering spatial relationships.",,,,,,,,,,,,,,,,,,
,,,,intensity-based energy,,,,nuclex:000707,,,,,,,,,,,,,TLU2,oboInOwl:hasDbXref,,,,1,,1001;1002;1005,,energy,"The sum of the squared intensities in the image histogram, reflecting the magnitude of voxel values and image uniformity.",,,,,,,,,,,,,,,,,,
,,,,discretised intensity entropy,,,,nuclex:000708,,,,,,,,,,,,,N8CA,oboInOwl:hasDbXref,,,,1,,1001;1002;1005,,"intensity-based entropy, entropy",A statistical measure of the randomness or lack of uniformity in the distribution of gray-level intensities of voxel or pixel values.,,,,,,,,,,,,,,,,,,
,,,,intensity skewness,,,,nuclex:000709,,,,,,,,,,,,,KE2A,oboInOwl:hasDbXref,,,,1,,1001;1002;1005,,"skewness, histogram skewness","A measure of the asymmetry of the histogram of voxels or pixel intensity values around its mean, indicating the distribution's tail direction.",,,,,,,,,,,,,,,,,,
,,,,intensity kurtosis,,,,nuclex:000710,,,,,,,,,,,,,IPH6,oboInOwl:hasDbXref,,,,1,,1001;1002;1005,,kurtosis,"A measure of the sharpness or ""peakedness"" of the histogram of voxel or pixel intensities compared to a normal distribution.",,,,,,,,,,,,,,,,,,
,,,,intensity-volume histogram feature,,,,nuclex:000711,,,,,,,,,,,,,P88C,oboInOwl:hasDbXref,,,,,,1001;1002;1005,,"IVH feature, IVH metric",,,,,,,,,,,,,,,,,,,
,,,,,volume at intensity fraction,,,nuclex:000712,,,,,,,,,,,,,BC2M,oboInOwl:hasDbXref,,,,,,1001;1002;1005,,Vx,,,,,,,,,,,,,,,,,,,
,,,texture feature,,,,,nuclex:000713,,,,,,,,,,,,,,,,,,,,1001;1002;1005,,higher order feature,Stasticial features that encode special relationships between voxel intensities within a region of interest. ,,,,,,,,,,,,,,,,,,
,,,,gray-level co-occurrence based feature,,,,nuclex:000714,,,,,,,,,,,,,LFYI,oboInOwl:hasDbXref,,,,,,1001;1002;1005,,GLCM feature,Metrics derived from the matrix showing the frequency of pairs of pixels or voxels with specific intensity values occurring at a certain spatial relationship (distance/angle).,,,,,,,,,,,,,,,,,,
,,,,,inverse difference moment,,,nuclex:000715,,,,,,,,,,,,,WF0Z,oboInOwl:hasDbXref,,,,1,,1001;1002;1005,,homogeneity,"A measure of the closeness of the distribution of elements in the gray-level co-occurrence matrix to the diagonal, indicating local uniformity in pixels or voxels.",,,,,,,,,,,,,,,,,,
,,,,,contrast,,,nuclex:000716,,,,,,,,,,,,,65HE,oboInOwl:hasDbXref,,,,1,,1001;1002;1005,,,"A measure of the local variation in gray-level values, emphasizing differences between neighboring pixels or voxels.",,,,,,,,,,,,,,,,,,
,,,,,correlation,,,nuclex:000717,,,,,,,,,,,,,NI2N,oboInOwl:hasDbXref,,,,1,,1001;1002;1005,,,A measure of the linear dependence of gray levels of neighboring pixels or voxels.,,,,,,,,,,,,,,,,,,
,,,,gray-level run-length matrix feature,,,,nuclex:000718,,,,,,,,,,,,,"TP0I
",oboInOwl:hasDbXref,,,,,,1001;1002;1005,,GLRLM feature,Metrics derived from the matrix that quantifies the length and frequency of runs of pixels or voxels having the same gray-level intensity.,,,,,,,,,,,,,,,,,,
,,,,grey level distance zone based feature,,,,nuclex:000719,,,,,,,,,,,,,VMDZ,oboInOwl:hasDbXref,,,,,,1001;1002;1005,,GLDZM feature,"Any metric derived from a matrix that quantifies the distribution of gray levels based on the distance of a voxel from a specified point (e.g., the center) within a defined region of interest.",,,,,,,,,,,,,,,,,,
,,,,neighbourhood grey tone difference based feature,,,,nuclex:000720,,,,,,,,,,,,,IPET,oboInOwl:hasDbXref,,,,,,1001;1002;1005,,NGTDM feature,Any metric derived from a matrix that quantifies the spatial complexity by measuring the difference between the intensity of a voxel and the average intensity of its local neighborhood.,,,,,,,,,,,,,,,,,,
,,,morphological feature,,,,,nuclex:000721,,http://purl.obolibrary.org/obo/UBERON_0034768,,,,,,,,,,,,,,,,,,1001;1002;1005,,"shape measurement, morphological measurement","Any metric describing the three-dimensional geometry of a region, independent of its intensity values.",,,,,,,,,,,,,,,,,,
,,,,concavity,,,,nuclex:000722,,http://purl.obolibrary.org/obo/PATO_0002005,,,,,,,,,,,,,,,,1,,1001;1002;1005,,,,,,,,,,,,,,,,,,,,,
,,,,sphericity,,,,nuclex:000723,,,,,,,,,,,,,,,,,,,,1001;1002;1005,,,,,,,,,,,,,,,,,,,,,
,,,,surface area to volume ratio,,,,nuclex:000724,,,,,,,,,,,,,,,,,,,,1001;1002;1005,,SA:V ratio,,,,,,,,,,,,,,,,,,,
,,,,compactness,,,,nuclex:000725,,,,,,,,,,,,,,,,,,,,1001;1002;1005,,,,,,,,,,,,,,,,,,,,,
,,,,eccentricity,,,,nuclex:000726,,,,,,,,,,,,,,,,,,,,1001;1002;1005,,,,,,,,,,,,,,,,,,,,,
,,,,flatness,,,,nuclex:000727,,,,,,,,,,,,,,,,,,,,1001;1002;1005,,,,,,,,,,,,,,,,,,,,,
,,,,elongation,,,,nuclex:000728,,,,,,,,,,,,,,,,,,,,1001;1002;1005,,,,,,,,,,,,,,,,,,,,,
,,,dynamic measurement,,,,,nuclex:000729,,,,,,,,,,,,,,,,,,,1005,1001;1002,,"multi-frame measurement, dynamic feature, dynamic measurement","A quantitative value that captures the change in imaging signal over time, derived from a series of images acquired at multiple time points",,,,,,,,,,,,,,,,,,
,,,,retention measurements,,,,nuclex:000730,,,,,,,,,,,,,,,,,,,1005,1001;1002,,,"Any metric quantifying the total accumulation, duration, or total number of nuclear transformations within a defined source region.",,,,,,,,,,,,,,,,,,
,,,,,residence time,,,nuclex:000731,,,,,,,,,,,,,,,,,,1,1005,1001;1002,,"TIAC, time integrated activity coefficient","The total accumulated time that a unit of administered activity spends in a specified source region, calculated as the ratio of Time-Integrated Activity to the administered activity.",,,,,,,,,,,,,,,,,,
,,,,,effective half life,,,nuclex:000732,,,,,,,,,,,,,,,,,,,1005,1001;1002,,T1/2,"The time required for the amount of radioactivity in an organ or tissue to be reduced by half, accounting for both physical decay and biological elimination.",,,,,,,,,,,,,,,,,,
,,,,,area under the time activity curve,,,nuclex:000733,,,,,,,,,,,,,,,,,,,1005,1001;1002,,AUC,"The area beneath the curve of a time-activity plot, numerically equivalent to the Time-Integrated Activity over the defined time interval.",,,,,,,,,,,,,,,,,,
,,,,,time-integrated activity,,,nuclex:000734,,,,,,,,,,,,,,,,,,,1005,1001;1002,,TIA,"The total number of nuclear transformations occurring in a source region over a specified time interval, serving as the critical measure for absorbed dose calculation.",,,,,,,,,,,,,,,,,,
,,,,mean transit time,,,,nuclex:000735,,,,,,,,,,,,,,,,,,,1005,1001;1002,,,The average time that a single tracer molecule or particle spends within a defined compartment or vascular system.,,,,,,,,,,,,,,,,,,
,,,,time-to-peak,,,,nuclex:000736,,,,,,,,,,,,,,,,,,,,,,Tpeak,The time from baseline to the maximum signal in the region of interest. ,,,,,,,,,,,,,,,,,,
,,,,time-activity measurement,,,,nuclex:000737,,,,,,,,,,,,,,,,,,1,1005,1001;1002,,TAC,A plot or graphical representation showing the measured amount of radioactivity (activity concentration or counts) within a specific spatial region over sequential time points.,,,,,,,,,,,,,,,,,,
,,,,,arterial input function,,,nuclex:000738,,,,,,,,,,,,,,,,,,1,1005,1001;1002,,AIF,"The time-activity curve measured from an arterial structure (e.g., the aorta or left ventricle) that is used to represent the concentration of tracer entering a target tissue.",,,,,,,,,,,,,,,,,,
,,,,,venous input function,,,nuclex:000739,,,,,,,,,,,,,,,,,,,1005,1001;1002,,VIF,"The time-activity curve measured from a venous structure, often used to represent the concentration of tracer leaving a target tissue or organ.",,,,,,,,,,,,,,,,,,
,,,,,tissue time-activity curve,,,nuclex:000740,,,,,,,,,,,,,,,,,,,1005,1001;1002,,tissue TAC,"The time-activity curve measured specifically from a defined non-vascular, biological tissue or organ.",,,,,,,,,,,,,,,,,,
,,,,,voxel time-activity curve,,,nuclex:000741,,,,,,,,,,,,,,,,,,,1005,1001;1002,,voxel TAC,"The time-activity curve measured from a single voxel or pixel, representing the kinetic behavior at the smallest spatial resolution of the image.",,,,,,,,,,,,,,,,,,
,,,,functional measurement,,,,nuclex:000742,,,,,,,,,,,,,,,,,,,1005,1001;1002,,,"A high-level metric that describes the overall performance of an organ or organ system, measured in multi-frame images.",,,,,,,,,,,,,,,,,,
,,,,,perfusion measurement,,,nuclex:000743,,,,,,,,,,,,,,,,,,1,1005,1001;1002,,,The volume flow rate of blood through the vasculature of a tissue or organ per unit mass of the tissue.,,,,,,,,,,,,,,,,,,
,,,,,,blood flow,,nuclex:000744,,,,http://www.radlex.org/RID/RID13035,,,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C41141,,,,,,,http://purl.bioontology.org/ontology/LNC/LP208662-9,,,1005,1001;1002,,"flow, tissue perfusion",The volume of blood supplied to a mass of tissue per unit time (typically ml/min/g).,,,,,,,,,,,,,,,,,,
,,,,,,renal perfusion,,nuclex:000745,,,,,,,,,,,,,,,,,,,1005,1001;1002,,"kidney perfusion, kidney blood flow",The flow rate of blood through the renal arteries and vessels.,,,,,,,,,,,,,,,,,,
,,,,,,myocardial blood flow,,nuclex:000746,,,,,,,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C94939,,,,,,,,,,1005,1001;1002,,MBF,The flow rate of blood through the coronary vasculature per unit mass of myocardial tissue.,,,,,,,,,,,,,,,,,,
,,,,,gastric retention ,,,nuclex:000747,,,,,,,,,,,,,,,,,,,1005,1001;1002,,"gastric retention percentage, meal retention",The percentage of radioactivity administered in a meal that remains in the stomach at a given point in time.,,,,,,,,,,,,,,,,,,
,,,,,gastric emptying measurement,,,nuclex:000748,,,,,,,,,,,,,,,,,,,1005,1001;1002,,"gastric emptying half-time, gastric empyting",The time required for 50% of a radioactive test meal to be emptied from the stomach into the small intestine.,,,,,,,,,,,,,,,,,,
,,,,,myocardial flow reserve,,,nuclex:000749,,,,,,,,,,,,,,,,,,,1005,1001;1002,,MFR,"The ratio of myocardial blood flow at peak pharmacological stress to the myocardial blood flow at rest, measuring the vasodilatory capacity of the coronary arteries.",,,,,,,,,,,,,,,,,,
,,,,,excretion fraction,,,nuclex:000750,,,,,,,,,,,,,,,,,,,1005,1001;1002,,,"The proportion of an administered radiopharmaceutical that is eliminated from the body through a specific route, most commonly the kidneys or the liver, over a specified time interval. ",,,,,,,,,,,,,,,,,,
,,,,,glomerular filtration rate ,,,nuclex:000751,,,,http://www.radlex.org/RID/RID45776,,,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C90505,,http://purl.bioontology.org/ontology/SNOMEDCT/80274001,,,,,http://purl.bioontology.org/ontology/LNC/LP266917-6,,,1005,1001;1002,,GFR,"The volume of fluid filtered from the renal glomerular capillaries into the Bowman's capsule per unit time, representing overall kidney function, as measured in a nuclear medicine dynamic scan. ",,,,,,,,,,,,,,,,,,
,,,,,left ventricular ejection fraction,,,nuclex:000752,,,,,,,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C99524,,http://purl.bioontology.org/ontology/SNOMEDCT/250908004,,,,,,,,1005,1001;1002,,LVEF,The percentage of blood volume pumped out of the left ventricle during each systolic contraction.,,,,,,,,,,,,,,,,,,
,,,,,right ventricular ejection fraction,,,nuclex:000753,,,,,,,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C209535,,http://purl.bioontology.org/ontology/SNOMEDCT/250939002,,,,,,,,1005,1001;1002,,RVEF,The percentage of blood volume pumped out of the right ventricle during each systolic contraction.,,,,,,,,,,,,,,,,,,
,,,,,cerebral metabolic rate for glucose,,,nuclex:000754,,,,,,,,,,,,,,,,,,,1005,1001;1002,,"CMRglu, CMR, MRCGlc","The rate of glucose consumption by brain tissue per unit mass per unit time, measuring neuronal activity.",,,,,,,,,,,,,,,,,,
,,,,,renal transit time,,,nuclex:000755,,,,,,,,,,,,,,,,,,,1005,1001;1002,,kidney transit time,"The average time required for a tracer to travel from the renal artery, through the parenchyma, and into the renal collecting system, as measured in a renal scintigraphy study.",,,,,,,,,,,,,,,,,,
,,,,,gallbladder ejection fraction,,,nuclex:000756,,,,,,,,,,,,,,,,,,,1005,1001;1002,,"HIDA excretion index, HIDA EF","The percentage of bile volume ejected from the gallbladder in response to a stimulus (e.g., cholecystokinin or a fatty meal).",,,,,,,,,,,,,,,,,,
,,,,,hepatobiliary transit time,,,nuclex:000757,,,,,,,,,,,,,,,,,,,1005,1001;1002,,liver transit time,The time interval between the uptake of tracer by hepatocytes and its excretion into the biliary ducts or small bowel.,,,,,,,,,,,,,,,,,,
,,,,,ventilation-to-perfusion ratio,,,nuclex:000758,,,,,,,,,,,,,,,,,,,1005,1001;1002,,"ventilation-perfusion pulmonary scintigraphy, ventillation-perfusion scan, lung ventilation/perfusion scan, VQ scan, V/Q scintigraphy, pulmonary V/Q scan, pulmonary VQ scan, lung VQ scan, lung V/Q scan, lung quantitation scan",The ratio of the amount of air reaching the alveoli (ventilation) to the amount of blood reaching the alveoli (perfusion) in the lungs.,,,,,,,,,,,,,,,,,,
,,,,,whole-gut transit time,,,nuclex:000759,,,,http://www.radlex.org/RID/RID50130,,,,,,,http://purl.bioontology.org/ontology/SNOMEDCT/27100007,,,,,,,,1005,1001;1002,,"colonic transit time, gastrointestinal transit time","The total time required for ingested material to travel from the mouth to the end of the gastrointestinal tract (egestion), as measured in a dynamic nuclear medicine scan. ",,,,,,,,,,,,,,,,,,
,,,cardiac nuclear medicine measurement,,,,,nuclex:000760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,SSS,,,,nuclex:000761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,SRS,,,,nuclex:000762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,global image measurement,,,,,,,nuclex:000763,,,,,,,,,,,,,,,,,,,1005,1001;1002,,,,,,,,,,,,,,,,,,,,,
,,total image summed activity,,,,,,nuclex:000764,,,,,,,,,,,,,,,,,,,1005,1001;1002,,"total summed activity, total image activity, total activity",,,,,,,,,,,,,,,,,,,
,,total image summed counts,,,,,,nuclex:000765,,,,,,,,,,,,,,,,,,,1005,1001;1002,,"total summed counts, total image counts, total counts",,,,,,,,,,,,,,,,,,,
device,,,,,,,,nuclex:000766,,http://purl.obolibrary.org/obo/COB_0001300,,,,,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62103,,http://purl.bioontology.org/ontology/SNOMEDCT/49062001,,,,,,,,,1001;1002;1003,,,,,,,,,,,,,,,,,,,,,
,medical device,,,,,,,nuclex:000767,,,,http://www.radlex.org/RID/RID29033,oboInOwl:hasDbXref,,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16830,,http://purl.bioontology.org/ontology/STY/T074,,,,,http://purl.bioontology.org/ontology/LNC/LP94757-9 || Medical device | http://purl.bioontology.org/ontology/LNC/MTHU032523,,,,1001;1002;1003,"Should go under RadLex->medical device, or SNOMED Biomedical equipment->Diagnostic imaging equipment",,,,,,,,,,,,,,,,,,,,
,,medical imaging device,,,,,,nuclex:000768,,,,,,,,,,,,,,,,,,,,1001;1002;1003,,imaging device,,,,,,,,,,,,,,,,,,,
,,,computed tomography scanner,,,,,nuclex:000769,,http://purl.obolibrary.org/obo/OBI_0000982,,http://www.radlex.org/RID/RID29004,oboInOwl:hasDbXref,,,,,,,,,,,,,,,1001;1002;1003,,"CT scanner, CAT scanner, computed axial tomography scanner, CT device, CT camera",Medical imaging device using a rotating X-ray tube and detectors to reconstruct cross-sectional images of the body.,,,,,,,,,,,,,,,,,,
,,,magnetic resonance imaging scanner,,,,,nuclex:000770,,,,http://www.radlex.org/RID/RID29054,oboInOwl:hasDbXref,,,,,,,,,,,,,,,1001;1002;1003,,"MRI scanner, MR scanner, magnetic resonance scanner, MRI device, MRI camera",Imaging device that uses strong magnetic fields and radio waves to generate detailed images of organs and tissues.,,,,,,,,,,,,,,,,,,
